,text,polarity,sentiment
950,imrankhan new zealand pakvsnew newzealand bom iphone qatar pla ccp covid sentionpakistan pti,0.13636363636363635,positive
951,covid undone much progress made latinamerica caribbean countries education s,0.2,positive
952,biharfightscorona nupdate day n e f f covid ve cases reported far th september,0.1,positive
953,passenger amp flight data northeast india airports sept n nabout passengers safely travelled board,0.5,positive
954,australia s police arrest people melbourne sydney unsanctioned anti lockdown rallies seve,-0.05,negative
955,hyderabad surgery n npentaiah n units o ve blood needed nnims hospital panjagutta n n,0.0,neutral
956,percent srilanka s population fully vaccinated covid,0.0,neutral
957,pincode ncova n dose slots n nage ages ndate sep nfees nshishuka ch,0.0,neutral
958,pincode ncova n dose slots n nage ages ndate sep nfees nshishuka ch,0.0,neutral
959,families central vietnam diocese encouraged seek mother mary s intercession overcome covid pandem,0.0,neutral
960,pincode ncova n dose slots n nage ages ndate sep nfees ntenet diagn,0.0,neutral
961,pincode ncova n dose slots n nage ages ndate sep nfees ntenet diagn,0.0,neutral
962,kerala reopen schools november school based classes standards primary section,0.4,positive
963,slovenian authorities chose close schools pandemic businesses simply,0.0,neutral
964,assamcovidupdate n nmedia bulletin covid assam actions taken,0.0,neutral
965,pincode nsputnik v dose slots n nage ages ndate sep nfees ntenet dia,0.0,neutral
966,pak policemen want remove taliban flags jamia hafsa leaders army isi always support,0.0,neutral
967,pincode nsputnik v dose slots n nage ages ndate sep nfees ntenet dia,0.0,neutral
968,list vaccination centres slot booking ranchi urban walk centres ranchi rural sund,0.0,neutral
969,tn sep corona update n n new cases covid tamil nadu tested today n n cases chen,0.13636363636363635,positive
970,rate covid cases india higher yesterday n nbeginning rd wave india n ngovts need ntak,0.25,positive
971,pincode ncovishield dose slots n nage ages ndate sep nfees ncloudnine,0.0,neutral
972,pincode ncovishield dose slots n nage ages ndate sep nfees ncloudnine,0.0,neutral
973,usa f f must watch video china s f f agenda covid sure video authentic,0.5,positive
974,pincode ncova n dose slots n nage ages ndate sep nfees ncloudnine,0.0,neutral
975,pincode ncova n dose slots n nage ages ndate sep nfees ncloudnine,0.0,neutral
976,pincode ncova n dose slots n nage ages ndate sep nfees ncloudnine,0.0,neutral
977,pincode ncova n dose slots n nage ages ndate sep nfees ncloudnine,0.0,neutral
978,pincode ncovishield dose slots n nage ages ndate sep nfees ncloudnine,0.0,neutral
979,pincode ncovishield dose slots n nage ages ndate sep nfees ncloudnine,0.0,neutral
980,months oil rich abudhabi restricted travel even neighbouring dubai rapidly opened touris,0.375,positive
981,covid vaccinated must forget genocide peak unvaccinated,0.0,neutral
982,covid hit country s economy hard presidentkovind n iaandis shimla himachalpradesh n covid pandemic,-0.2916666666666667,negative
983,india s fight covid covidvaccine akin revolution thanks brillia,0.2,positive
984,v useful information india,0.3,positive
985,domestic airfares cheaper travel beyond day period booking n goi says e sting fare ban,0.0,neutral
986,covid vaccinated people spreading deadly virus variants support vaccinepassports ar,-0.2,negative
987,kerala reopen schools november school based classes standards primary section,0.4,positive
988,goi says e sting fare caps rolled days period now instead e sting days p,0.0,neutral
989,will cross crore today n vaccinationdrive covid,0.0,neutral
990,day saw discharges pushing total number recoveries n n karnataka covid,0.0,neutral
991,many fresh covid cases reported kerala saturday n n,0.4,positive
992,cwe secured brand new treatment vulnerable patients hospitals across uk thrille,-0.18181818181818182,negative
993,ex mauritius pm shifted aiims pvt ward testing covid negative n,-0.3,negative
994,many people turning nd covid ja odisha official n n odisha odishanews covid covidpandemic,0.5,positive
995,scheduled airlines will able operate pre covid capacity domestic flights,0.25,positive
996,covid people u s may eligible pfizer eua booster dose eua approved till now,0.0,neutral
997,yet find single masjid closed reason think covid protocols followed th,-0.08571428571428572,negative
998,thank everyone us believing us without possible together,0.0,neutral
999,sep tamilnadu covid update n nactive cases f n ntpr c n ncrr f f cfr f f,0.0,neutral
1000,communications infodemic brought covid amplified absurd narratives caused significa,-0.5,negative
1001,school learning lebanon disrupted two years first nationwide protests swept country,0.25,positive
1002,need treatment covid reason admission cancer treatment etc,0.0,neutral
1003,assam amch principal admitted gmch drop o gen level due covid n gmch covid amch,-0.125,negative
1004,sep maharashtra covid update n nactive cases f d n nconfirmed f nrecovered f c,0.0,neutral
1005,results received new cases covid detected nagaland,0.13636363636363635,positive
1006,sudden surge covid cases nagpur district covid doubledigits,0.0,neutral
1007,covid preparedness conclave live monday covid,0.13636363636363635,positive
1008,children living conflict zones face double threat covid pandemic simultaneous,0.0,neutral
1009,maharashtra covid data sept n ncases nnew ntotal ndeaths nnew ntotal n ntests n,0.0,neutral
1010,f covid maharashtra reports new cases patients deaths state active cases,0.001515151515151511,positive
1011,underneath uk s impressive national covid vaccine statistics troubling inequalities across age ethnic,1.0,positive
1012,learn young warriors india lead fight covid via,0.1,positive
1013,masks physical distance sanitation ventilation play key role defeating covid pandemic,0.0,neutral
1014,covid vaccines syringe protect severe disease death take first available opportunity,0.325,positive
1015,lazy people hot n n saturdaythoughts congress covid amrindersingh,0.0,neutral
1016,pincode ncova n dose slots n nage ages ndate sep nfees nlakshmi mat,0.0,neutral
1017,pincode ncova n dose slots n nage ages ndate sep nfees nlakshmi mat,0.0,neutral
1018,matured relationship tags bio calls nd te s n n covid congress trending,0.0,neutral
1019,covid u s falling lowest vaccination rates world s wealthiest democracies due awakenin,-0.125,negative
1020,little stupid conversation means think n n saturdaythoughts trending quotes covid,-0.49374999999999997,negative
1021,alaska reports second consecutive day new covid cases,0.06818181818181818,positive
1022,students bangladesh aged will start getting us made pfizer covid vaccine ne days,-0.1,negative
1023,pincode ncovishield dose slots n nage ages ndate sep nfees natreum h,0.0,neutral
1024,pincode ncovishield dose slots n nage ages ndate sep nfees natreum h,0.0,neutral
1025,pincode ncovishield dose slots n nage ages ndate sep nfees napollo c,0.0,neutral
1026,pincode ncovishield dose slots n nage ages ndate sep nfees napollo cr,0.0,neutral
1027,pincode ncovishield dose slots n nage ages ndate sep nfees napollo c,0.0,neutral
1028,pincode ncovishield dose slots n nage ages ndate sep nfees napollo cr,0.0,neutral
1029,pincode ncovishield dose slots n nage ages ndate sep nfees napollo c,0.0,neutral
1030,pincode ncovishield dose slots n nage ages ndate sep nfees napollo cr,0.0,neutral
1031,pincode ncova n dose slots n nage ages ndate sep nfees napollo crad,0.0,neutral
1032,pincode ncova n dose slots n nage ages ndate sep nfees napollo crad,0.0,neutral
1033,pincode ncova n dose slots n nage ages ndate sep nfees napollo crad,0.0,neutral
1034,pincode ncova n dose slots n nage ages ndate sep nfees napollo crad,0.0,neutral
1035,pincode ncova n dose slots n nage ages ndate sep nfees napollo crad,0.0,neutral
1036,pincode ncova n dose slots n nage ages ndate sep nfees napollo crad,0.0,neutral
1037,covid federal workers fired refusing vaccination must show work cases det,0.0,neutral
1038,helpline launched provide assistance migrantworkers e ected address deep rooted vulner,0.0,neutral
1039,d f f petrol diesel included gst gst council n n d f f crore covid vaccine doses pro,0.0,neutral
1040,boys going blue salute frontline warriors supporting f n ncheer o,0.125,positive
1041,covid vaccinemadness must stop better place covid scam origina,0.5,positive
1042,tamilnadu covid sep n ntoday total nactive cases ndischarged today total,0.0,neutral
1043,new ai tool help treat covid patients globally study n n covid patients study n newaitool global n,0.04545454545454545,positive
1044,bedsfortn n n covid bed vacancy details chc cdh ccc n n tamilnadu tncoronaupdate,0.0,neutral
1045,alertness flattenthecurve coronavirus go outside unnecessarily wear facemask properly whenev,-0.13333333333333333,negative
1046,information download infom app playstore nlink bio n n news news onlinenews manoramanews,0.0,neutral
1047,tamilnadu covid sep n tn n total cases n today s discharged n today s deat,0.0,neutral
1048,ayurveda protect us covid nwhile india still arguing ayurveda advanced coun,0.4,positive
1049,another day another crore probably end day crossed lakhs already another hours close,0.0,neutral
1050,patients test positive covid tamil nadu today september update n n corona,0.22727272727272727,positive
1051,covid pandemic touched lives major source mental health issues n s free,0.12083333333333335,positive
1052,kerala covid cases tpr,0.0,neutral
1053,f bregional assamese evening news n f hours f f f covid n n covid e d d f c d c d,0.0,neutral
1054,tamilnadu covid day wise death cases details n ntotal deaths n n sep n sep n sep n sep,0.7,positive
1055,key government advisory panel overwhelmingly rejected biden s plan give covid booster shots across boar,0.25,positive
1056,tamilnadu covid day wise discharged cases details n n total discharged n n sep n sep,0.35,positive
1057,kerala reports new covid cases deaths past hours n kerala covid coronavirus,-0.05681818181818182,negative
1058,coronavirus india news blog n n crore covid vaccine doses administered far country says health min,0.1,positive
1059,tamilnadu covid sep n n tn n n total cases n n today s discharged n n today s,0.0,neutral
1060,successful vaccination drive testimonial one beneficiaries,0.75,positive
1061,ipl bcci conduct remaining matches ipl uae starting th sept th oct n n ipl bcci uae,0.0,neutral
1062,support looking ca bangalore difficult finding cure covid,-0.5,negative
1063,found among hindus muslims thought person found selfish ones got thanks p,-0.15,negative
1064,pincode ncovishield dose slots n nage ages ndate sep nfees nrajmahal,0.0,neutral
1065,pincode ncovishield dose slots n nage ages ndate sep nfees nrajmahal,0.0,neutral
1066,pincode ncova n dose slots n nage ages ndate sep nfees napollo hos,0.0,neutral
1067,pincode ncova n dose slots n nage ages ndate sep nfees napollo hosp,0.0,neutral
1068,pincode ncovishield dose slots n nage ages ndate sep nfees napollo h,0.0,neutral
1069,pincode ncovishield dose slots n nage ages ndate sep nfees napollo ho,0.0,neutral
1070,high time end covid scam fed false covid positives inflate numbers stage,-0.12000000000000004,negative
1071,last several days know much requested prime minister help one hea,0.06666666666666667,positive
1072,years brazil e erienced cgolden years d around series crises began repo,0.0,neutral
1073,locals mumbai covid antibodies reveals fifth sero survey n n n,0.0,neutral
1074,pincode ncovishield dose slots n nage ages ndate sep nfees nr x sama,0.0,neutral
1075,pincode ncovishield dose slots n nage ages ndate sep nfees nr x sama,0.0,neutral
1076,pincode ncovishield dose slots n nage ages ndate sep nfees nr x sama,0.0,neutral
1077,pincode ncovishield dose slots n nage ages ndate sep nfees nr x sama,0.0,neutral
1078,pincode ncovishield dose slots n nage ages ndate sep nfees nr x sama,0.0,neutral
1079,pincode ncovishield dose slots n nage ages ndate sep nfees nr x sama,0.0,neutral
1080,pincode ncovishield dose slots n nage ages ndate sep nfees nr x sama,0.0,neutral
1081,pincode ncovishield dose slots n nage ages ndate sep nfees nr x sama,0.0,neutral
1082,pincode ncovishield dose slots n nage ages ndate sep nfees nr x sama,0.0,neutral
1083,pincode ncovishield dose slots n nage ages ndate sep nfees nr x sama,0.0,neutral
